year,bill_no,bill_sponsor,party,committee,witness_against,witness_against_org,law
2015,248,Kurt Schaefer,R,Education,Kyle Piccola,PROMO,no
2015,248,Kurt Schaefer,R,Education,Sarah Rossi,ACLU of Missouri,no
2015,248,Kurt Schaefer,R,Education,Richard Thompson,self,no
2015,311,Ed Emery,R,Education,Richard Thompson,self,no
2015,311,Ed Emery,R,Education,Sarah Rossi,ACLU of Missouri,no
2015,311,Ed Emery,R,Education,Kyle Piccola,PROMO,no
2015,328,Jill Schupp,D,Education,none,none,no
2015,424,David Pearce,R,Education,none,none,no
2015,416,Jay Wasson,R,Financial and Governmental Organizations and Elections,none,none,no
2015,69,Paul LeVota,D,Financial and Governmental Organizations and Elections,none,none,no
2015,103,Paul LeVota,D,Financial and Governmental Organizations and Elections,none,none,no
2015,457,David Sater,R,Financial and Governmental Organizations and Elections,none,none,no
2015,458,David Sater,R,Financial and Governmental Organizations and Elections,none,none,no
2015,313,Wayne Wallingford,R,Financial and Governmental Organizations and Elections,Tim Jennings,Missouri Association of Osteopathic Physicians and Surgeons,no
2015,313,Wayne Wallingford,R,Financial and Governmental Organizations and Elections,Lee Parks,self,no
2015,313,Wayne Wallingford,R,Financial and Governmental Organizations and Elections,David Jackson,Missouri Society of Interventional Pain Physicians,no
2015,313,Wayne Wallingford,R,Financial and Governmental Organizations and Elections,Jeff Howell,Missouri State Medical Association,no
2015,313,Wayne Wallingford,R,Financial and Governmental Organizations and Elections,Pat Strader,Missouri Academy of Family Physicians,no
2015,299,David Pearce,R,Education,none,none,no
2015,315,Bob Dixon,R,Education,none,none,no
2015,161,Jamilah Nasheed,D,Education,none,none,no
2015,366,Eric Schmitt,R,Education,none,none,yes
2015,473,Rob Schaaf,R,Education,Michael Reid,Missouri School Boards' Association,no
2015,334,Jamilah Nasheed,D,Education,none,none,yes
2015,273,Jeanie Riddle,R,Education,Bill Gerling,self,no
2015,273,Jeanie Riddle,R,Education,Otto Fajen,Missouri National Education Association,no
2015,271,Ryan Silvey,R,Education,Bill Gerling,self,no
2015,271,Ryan Silvey,R,Education,Otto Fajen,Missouri National Education Association,no
2015,365,Eric Schmitt,R,Education,none,none,no
2015,71,Paul LeVota,D,Education,none,none,no
2015,104,Will Kraus,R,Financial and Governmental Organizations and Elections,Alex Eaton,ACLU of Missouri,yes
2015,105,Will Kraus,R,Financial and Governmental Organizations and Elections,none,none,no
2015,107,David Sater,R,Financial and Governmental Organizations and Elections,none,none,yes
2015,34,Wayne Wallingford,R,Financial and Governmental Organizations and Elections,none,none,yes
2015,59,Bob Dixon,R,Financial and Governmental Organizations and Elections,none,none,no
2015,117,Dan Brown,R,Financial and Governmental Organizations and Elections,none,none,no
2015,136,Scott Sifton,R,Financial and Governmental Organizations and Elections,none,none,no
2015,146,David Pearce,R,Financial and Governmental Organizations and Elections,none,none,no
2015,345,Jay Wasson,R,Financial and Governmental Organizations and Elections,none,none,yes
2015,169,Rob Schaaf,R,Financial and Governmental Organizations and Elections,John B. Scott,Missouri Secretary of State's Office,no
2015,169,Rob Schaaf,R,Financial and Governmental Organizations and Elections,Denise Lieberman,self,no
2015,169,Rob Schaaf,R,Financial and Governmental Organizations and Elections,Alex Eaton,ACLU of Missouri,no
2015,170,Will Kraus,R,Financial and Governmental Organizations and Elections,John B. Scott,Missouri Secretary of State's Office,no
2015,170,Will Kraus,R,Financial and Governmental Organizations and Elections,Denise Lieberman,self,no
2015,170,Will Kraus,R,Financial and Governmental Organizations and Elections,Otto Fajen,Missouri National Education Association,no
2015,170,Will Kraus,R,Financial and Governmental Organizations and Elections,Alex Eaton,ACLU of Missouri,no
2015,217,Jeanie Riddle,R,Financial and Governmental Organizations and Elections,John Bardgett,Missouri Association of Nurse Anesthetists,no
2015,217,Jeanie Riddle,R,Financial and Governmental Organizations and Elections,Robert Walsh,Missouri Association of Nurse Anesthetists,no
2015,217,Jeanie Riddle,R,Financial and Governmental Organizations and Elections,Thomas Keim,Ste. Genevieve County Memorial Hospital,no
2015,217,Jeanie Riddle,R,Financial and Governmental Organizations and Elections,Patricia M. Wehnen,self,no
2015,217,Jeanie Riddle,R,Financial and Governmental Organizations and Elections,Daniel Landon,Missouri Hospital Association,no
2015,217,Jeanie Riddle,R,Financial and Governmental Organizations and Elections,Kyna Iman,Missouri Nurses Association,no
2015,289,Dave Schatz,R,Financial and Governmental Organizations and Elections,none,none,no
2015,338,Brian Munzlinger,R,Financial and Governmental Organizations and Elections,Lisa Pannett,self,no
2015,363,Mike Parson,R,Financial and Governmental Organizations and Elections,none,none,no
2015,400,Bob Onder,R,Financial and Governmental Organizations and Elections,none,none,no
2015,411,Dan Brown,R,Financial and Governmental Organizations and Elections,none,none,no
2015,399,Bob Onder,R,Financial and Governmental Organizations and Elections,none,none,no
2015,414,Jay Wasson,R,Financial and Governmental Organizations and Elections,R. Michael Hammond,Americare-Senior Living,no
2015,414,Jay Wasson,R,Financial and Governmental Organizations and Elections,Bill Stouffer,Bethesda Health Care Group,no
2015,414,Jay Wasson,R,Financial and Governmental Organizations and Elections,Christine E. Crouch,self,no
2015,414,Jay Wasson,R,Financial and Governmental Organizations and Elections,John R. Munch,self,no
2015,414,Jay Wasson,R,Financial and Governmental Organizations and Elections,David McCracken,LeadingAge Missouri,no
2015,414,Jay Wasson,R,Financial and Governmental Organizations and Elections,Tina Buckley,Americare Assisted Living,no
2015,414,Jay Wasson,R,Financial and Governmental Organizations and Elections,Carroll Rodriguez,Alzheimer's Association,no
2015,499,Jay Wasson,R,Financial and Governmental Organizations and Elections,none,none,no
2015,517,Jay Wasson,R,Financial and Governmental Organizations and Elections,none,none,no
2015,479,Bob Onder,R,Financial and Governmental Organizations and Elections,Summer Thorp-Lancaster,Friends of Missouri Midwives,no
2015,479,Bob Onder,R,Financial and Governmental Organizations and Elections,Sarah Davis,Missouri Midwives Association,no
2015,479,Bob Onder,R,Financial and Governmental Organizations and Elections,Rachel Williston,Missouri Midwives Association,no
2015,479,Bob Onder,R,Financial and Governmental Organizations and Elections,Kolbi Ward,self,no
2015,479,Bob Onder,R,Financial and Governmental Organizations and Elections,Kim Nisbet,self,no
2015,479,Bob Onder,R,Financial and Governmental Organizations and Elections,Mountain Kimley,self,no
2015,479,Bob Onder,R,Financial and Governmental Organizations and Elections,Cecelia Brown,self,no
2015,498,Jay Wasson,R,Financial and Governmental Organizations and Elections,none,none,no
2015,94,Ed Emery,R,General Laws and Pensions,Timothy Green,Missouri Retired Teachers Association,no
2015,38,Gary Romine,R,General Laws and Pensions,none,none,no
2015,53,Rob Schaaf,R,General Laws and Pensions,none,none,no
2015,214,David Pearce,R,General Laws and Pensions,none,none,no
2015,283,Mike Kehoe,R,General Laws and Pensions,none,none,no
2015,270,Jamilah Nasheed,D,General Laws and Pensions,none,none,no
2015,276,Gina Walsh,D,General Laws and Pensions,none,none,no
2015,277,Gina Walsh,D,General Laws and Pensions,none,none,no
2015,219,Wayne Wallingford,R,General Laws and Pensions,none,none,no
2015,300,Ryan Silvey,R,General Laws and Pensions,none,none,no
2015,238,Paul LeVota,D,General Laws and Pensions,Todd Smith,Missouri Association of Counties,no
2015,238,Paul LeVota,D,General Laws and Pensions,Harry Hill,Transportation Employees Association,no
2015,238,Paul LeVota,D,General Laws and Pensions,Harry Hill,Missouri Correction Officers Association,no
2015,238,Paul LeVota,D,General Laws and Pensions,Scott Clardy,self,no
2015,372,Joseph Keaveny,D,General Laws and Pensions,none,none,no
2015,549,Bob Onder,R,General Laws and Pensions,Bruce Holt,International Union of Painters and Allied Trades District Council #3 and #58,no
2015,549,Bob Onder,R,General Laws and Pensions,Tony Kelley,Missouri State Council of Firefighters,no
2015,549,Bob Onder,R,General Laws and Pensions,Bradley Harmon,Communications Workers of America Local 6355,no
2015,549,Bob Onder,R,General Laws and Pensions,Ken Menges,Sheet Metal/Air/Rail/Transportation (SMART),no
2015,549,Bob Onder,R,General Laws and Pensions,Doug Piant,Sheet Metal/Air/Rail/Transportation (SMART),no
2015,549,Bob Onder,R,General Laws and Pensions,Bob Ford,Teamsters Local 610,no
2015,549,Bob Onder,R,General Laws and Pensions,Clark Brown,Service Employees International Union State Council,no
2015,549,Bob Onder,R,General Laws and Pensions,Otto Fajen,Missouri National Education Association,no
2015,549,Bob Onder,R,General Laws and Pensions,Luana Giffold,American Federation of Teachers Missouri,no
2015,549,Bob Onder,R,General Laws and Pensions,Mike Wood,Missouri State Teachers Association,no
2015,534,Rob Schaaf,R,General Laws and Pensions,Ronald Leone,Missouri Petroleum Marketers and Convenience Store Association,no
2015,534,Rob Schaaf,R,General Laws and Pensions,Tom Crawford,Missouri Trucking Association,no
2015,14,Brian Munzlinger,R,Governmental Accountability and Fiscal Oversight,none,none,no
2015,58,Bob Dixon,R,Governmental Accountability and Fiscal Oversight,none,none,yes
2015,12,Brian Munzlinger,R,Governmental Accountability and Fiscal Oversight,none,none,yes
2015,18,Will Kraus,R,Governmental Accountability and Fiscal Oversight,none,none,yes
2015,185,Joseph Keaveny,D,Governmental Accountability and Fiscal Oversight,none,none,no
2015,203,Bob Dixon,R,Governmental Accountability and Fiscal Oversight,none,none,no
2015,149,Mike Parson,R,Governmental Accountability and Fiscal Oversight,none,none,yes
2015,330,Mike Parson,R,Governmental Accountability and Fiscal Oversight,none,none,no
2015,24,David Sater,R,Governmental Accountability and Fiscal Oversight,none,none,yes
2015,205,Mike Parson,R,Governmental Accountability and Fiscal Oversight,none,none,no
2015,115,Will Kraus,R,Governmental Accountability and Fiscal Oversight,none,none,no
2015,19,Will Kraus,R,Governmental Accountability and Fiscal Oversight,none,none,yes
2015,174,Eric Schmitt,R,Governmental Accountability and Fiscal Oversight,none,none,yes
2015,369,David Pearce,R,Governmental Accountability and Fiscal Oversight,none,none,no
2015,389,Ryan Silvey,R,Governmental Accountability and Fiscal Oversight,none,none,no
2015,286,Rob Schaaf,R,Governmental Accountability and Fiscal Oversight,none,none,no
2015,347,Bob Dixon,R,Governmental Accountability and Fiscal Oversight,none,none,no
2015,435,Gina Walsh,D,Governmental Accountability and Fiscal Oversight,none,none,yes
2015,460,Ryan Silvey,R,Governmental Accountability and Fiscal Oversight,none,none,no
2015,319,Rob Schaaf,R,Governmental Accountability and Fiscal Oversight,none,none,no
2015,122,Gina Walsh,D,Governmental Accountability and Fiscal Oversight,none,none,no
2015,322,Tom Dempsey,R,Governmental Accountability and Fiscal Oversight,none,none,no
2015,63,David Sater,R,Governmental Accountability and Fiscal Oversight,none,none,no
2015,20,Will Kraus,R,Governmental Accountability and Fiscal Oversight,none,none,yes
2015,197,Dan Brown,R,Governmental Accountability and Fiscal Oversight,none,none,no
2015,230,Gary Romine,R,Governmental Accountability and Fiscal Oversight,none,none,no
2015,278,Dave Schatz,R,Governmental Accountability and Fiscal Oversight,none,none,no
2015,511,Rob Schaaf,R,Governmental Accountability and Fiscal Oversight,Ralph Salke,Corizon Health,no
2015,155,Jamilah Nasheed,D,Governmental Accountability and Fiscal Oversight,none,none,no
2015,401,Eric Schmitt,R,Governmental Accountability and Fiscal Oversight,none,none,no
2015,386,Joseph Keaveny,D,Governmental Accountability and Fiscal Oversight,none,none,no
2015,141,Mike Parson,R,Governmental Accountability and Fiscal Oversight,none,none,yes
2015,354,David Sater,R,Governmental Accountability and Fiscal Oversight,none,none,yes
2015,476,Mike Kehoe,R,Governmental Accountability and Fiscal Oversight,none,none,no
2015,200,Bob Dixon,R,Governmental Accountability and Fiscal Oversight,none,none,no
2015,377,Dave Schatz,R,Governmental Accountability and Fiscal Oversight,none,none,no
2015,373,Doug Libla,R,Governmental Accountability and Fiscal Oversight,none,none,yes
2015,199,Bob Dixon,R,Governmental Accountability and Fiscal Oversight,none,none,no
2015,5,Eric Schmitt,R,"Jobs, Economic Development and Local Government",James McGee,"mayor, Vinita Park",yes
2015,5,Eric Schmitt,R,"Jobs, Economic Development and Local Government",Viola J. Murphy,"mayor, Cool Valley",yes
2015,5,Eric Schmitt,R,"Jobs, Economic Development and Local Government",Monica Huddleston,"mayor, Greendale",yes
2015,5,Eric Schmitt,R,"Jobs, Economic Development and Local Government",Caroline Ban,Beyond Housing,yes
2015,5,Eric Schmitt,R,"Jobs, Economic Development and Local Government",Errol Bush,"alderman, Northwoods",yes
2015,5,Eric Schmitt,R,"Jobs, Economic Development and Local Government",Richard Sheets,Missouri Municipal League,yes
2015,5,Eric Schmitt,R,"Jobs, Economic Development and Local Government",Robin Sullivan,attorney,yes
2015,5,Eric Schmitt,R,"Jobs, Economic Development and Local Government",John L. Davidson,self,yes
2015,5,Eric Schmitt,R,"Jobs, Economic Development and Local Government",Timothy Green,city of Florissant,yes
2015,68,Gary Romine,R,"Jobs, Economic Development and Local Government",none,none,yes
2015,87,Ed Emery,R,"Jobs, Economic Development and Local Government",none,none,yes
2015,92,Ed Emery,R,"Jobs, Economic Development and Local Government",Becky Schoefield,Missouri County Treasurers Association,no
2015,92,Ed Emery,R,"Jobs, Economic Development and Local Government",Daryl Duwe,Missouri County Collectors Association,no
2015,101,Paul LeVota,R,"Jobs, Economic Development and Local Government",none,none,no
2015,266,Kurt Schaefer,R,"Jobs, Economic Development and Local Government",Richard Sheets,Missouri Municipal League,no
2015,266,Kurt Schaefer,R,"Jobs, Economic Development and Local Government",Chuck Bryant,Carthage Water & Electric,no
2015,266,Kurt Schaefer,R,"Jobs, Economic Development and Local Government",Ewell Lawson,Missouri Association of Municipal Utilities,no
2015,266,Kurt Schaefer,R,"Jobs, Economic Development and Local Government",Bob Jackson,City of Springfield Utilities,no
2015,258,Wayne Wallingford,R,"Jobs, Economic Development and Local Government",none,none,no
2015,221,Dave Schatz,R,"Jobs, Economic Development and Local Government",none,none,no
2015,245,Dan Hegeman,R,"Jobs, Economic Development and Local Government",none,none,no
2015,194,Ron Richard,R,"Jobs, Economic Development and Local Government",none,none,yes
2015,323,Brian Munzlinger,R,"Jobs, Economic Development and Local Government",John Roach,Unionville City Administration,no
2015,323,Brian Munzlinger,R,"Jobs, Economic Development and Local Government",Stephen Gallagher,Sedalia mayor,no
2015,323,Brian Munzlinger,R,"Jobs, Economic Development and Local Government",Harry Hill,Missouri Rural Water Association,no
2015,323,Brian Munzlinger,R,"Jobs, Economic Development and Local Government",Richard Sheets,Missouri Municipal League,no
2015,326,David Sater,R,"Jobs, Economic Development and Local Government",none,none,no
2015,312,Eric Schmitt,R,"Jobs, Economic Development and Local Government",none,none,no
2015,339,Brian Munzlinger,R,"Jobs, Economic Development and Local Government",none,none,no
2015,114,Will Kraus,R,"Jobs, Economic Development and Local Government",Richard Sheets,Missouri Municipal League,no
2015,114,Will Kraus,R,"Jobs, Economic Development and Local Government",Bill Gamble,City of Kansas City,no
2015,387,Jay Wasson,R,"Jobs, Economic Development and Local Government",none,none,no
2015,452,Eric Schmitt,R,"Jobs, Economic Development and Local Government",none,none,no
2015,268,David Pearce,R,"Jobs, Economic Development and Local Government",none,none,no
2015,430,S. Kiki Curls,D,"Jobs, Economic Development and Local Government",none,none,no
2015,461,Paul Wieland,R,"Jobs, Economic Development and Local Government",none,none,no
2015,401,Eric Schmitt,R,"Jobs, Economic Development and Local Government",none,none,no
2015,250,Bob Onder,R,"Jobs, Economic Development and Local Government",Timothy Green,"St. Louis Chapter, National Electrical Contractors Association",no
2015,327,Bob Onder,R,"Jobs, Economic Development and Local Government",none,none,no
2015,437,Gina Walsh,D,"Jobs, Economic Development and Local Government",Douglas Harms,City of Des Peres,no
2015,379,Dave Schatz,R,"Jobs, Economic Development and Local Government",Timothy Greene,City of Florissant,no
2015,379,Dave Schatz,R,"Jobs, Economic Development and Local Government",Thomas Curran,St. Louis County Executive Steve Stenger,no
2015,379,Dave Schatz,R,"Jobs, Economic Development and Local Government",Brian Bernskoetter,City of Beverly Hills,no
2015,379,Dave Schatz,R,"Jobs, Economic Development and Local Government",Brian Bernskoetter,City of Clarkson Valley,no
2015,379,Dave Schatz,R,"Jobs, Economic Development and Local Government",Brian Bernskoetter,City of Cool Valley,no
2015,379,Dave Schatz,R,"Jobs, Economic Development and Local Government",Brian Bernskoetter,City of Dellwood,no
2015,379,Dave Schatz,R,"Jobs, Economic Development and Local Government",Brian Bernskoetter,City of Glendale,no
2015,379,Dave Schatz,R,"Jobs, Economic Development and Local Government",Brian Bernskoetter,City of Greendale,no
2015,379,Dave Schatz,R,"Jobs, Economic Development and Local Government",Brian Bernskoetter,City of Moline,no
2015,379,Dave Schatz,R,"Jobs, Economic Development and Local Government",Brian Bernskoetter,City of Pine Lawn,no
2015,379,Dave Schatz,R,"Jobs, Economic Development and Local Government",Brian Bernskoetter,City of University City,no
2015,379,Dave Schatz,R,"Jobs, Economic Development and Local Government",Brian Bernskoetter,City of Webster Groves,no
2015,379,Dave Schatz,R,"Jobs, Economic Development and Local Government",Brian Bernskoetter,City of Wildwood,no
2015,379,Dave Schatz,R,"Jobs, Economic Development and Local Government",Timothy Woerther,City of Wildwood,no
2015,379,Dave Schatz,R,"Jobs, Economic Development and Local Government",Ryan Thomas,City of Wildwood,no
2015,207,David Pearce,R,"Jobs, Economic Development and Local Government",none,none,no
2015,539,Dan Brown,R,"Jobs, Economic Development and Local Government",none,none,yes
2015,436,Gina Walsh,D,"Jobs, Economic Development and Local Government",Jim Cooper,Independent Electrical Contractors Association of Greater St. Louis,no
2015,436,Gina Walsh,D,"Jobs, Economic Development and Local Government",Lou Schreier,AMF Electric,no
2015,436,Gina Walsh,D,"Jobs, Economic Development and Local Government",Sheila Sperla,Independent Electrical Contractors Association of Greater St. Louis,no
2015,364,Mike Parson,R,"Jobs, Economic Development and Local Government",none,none,no
2015,405,Dan Hegeman,R,"Jobs, Economic Development and Local Government",none,none,yes
2015,497,Dan Hegeman,R,"Jobs, Economic Development and Local Government",none,none,yes
2015,121,Gina Walsh,D,"Jobs, Economic Development and Local Government",none,none,no
2015,67,Mike Cunningham,R,Judiciary and Civil and Criminal Jurisprudence,none,none,no
2015,17,Bob Dixon,R,Judiciary and Civil and Criminal Jurisprudence,none,none,no
2015,112,Bob Dixon,R,Judiciary and Civil and Criminal Jurisprudence,none,none,no
2015,79,Bob Dixon,R,Judiciary and Civil and Criminal Jurisprudence,Kevin Hillman,self,no
2015,79,Bob Dixon,R,Judiciary and Civil and Criminal Jurisprudence,Mike Wilson,self,no
2015,79,Bob Dixon,R,Judiciary and Civil and Criminal Jurisprudence,Terry Schwartze,self,no
2015,79,Bob Dixon,R,Judiciary and Civil and Criminal Jurisprudence,Brian Keedy,self,no
2015,79,Bob Dixon,R,Judiciary and Civil and Criminal Jurisprudence,Kenneth Kunze,Moniteau County Commission,no
2015,79,Bob Dixon,R,Judiciary and Civil and Criminal Jurisprudence,Ray Schwartze,Maries County Commission,no
2015,79,Bob Dixon,R,Judiciary and Civil and Criminal Jurisprudence,Talley Kendrick,self,no
2015,79,Bob Dixon,R,Judiciary and Civil and Criminal Jurisprudence,Shayne Healea,self,no
2015,79,Bob Dixon,R,Judiciary and Civil and Criminal Jurisprudence,Brady Kopek,self,no
2015,80,Bob Dixon,R,Judiciary and Civil and Criminal Jurisprudence,Kevin Hillman,self,no
2015,80,Bob Dixon,R,Judiciary and Civil and Criminal Jurisprudence,Mike Wilson,self,no
2015,80,Bob Dixon,R,Judiciary and Civil and Criminal Jurisprudence,Terry Schwartze,self,no
2015,80,Bob Dixon,R,Judiciary and Civil and Criminal Jurisprudence,Brian Keedy,self,no
2015,80,Bob Dixon,R,Judiciary and Civil and Criminal Jurisprudence,Kenneth Kunze,Moniteau County Commission,no
2015,80,Bob Dixon,R,Judiciary and Civil and Criminal Jurisprudence,Ray Schwartze,Maries County Commission,no
2015,80,Bob Dixon,R,Judiciary and Civil and Criminal Jurisprudence,Talley Kendrick,self,no
2015,80,Bob Dixon,R,Judiciary and Civil and Criminal Jurisprudence,Shayne Healea,self,no
2015,80,Bob Dixon,R,Judiciary and Civil and Criminal Jurisprudence,Brady Kopek,self,no
2015,109,Kurt Schaefer,R,Judiciary and Civil and Criminal Jurisprudence,Paul Wagner,Council on Public Higher Education,no
2015,86,Ed Emery,R,Judiciary and Civil and Criminal Jurisprudence,none,none,no
2015,141,Mike Parson,R,Judiciary and Civil and Criminal Jurisprudence,none,none,yes
2015,216,Joseph Keaveny,D,Judiciary and Civil and Criminal Jurisprudence,none,none,no
2015,201,Bob Dixon,R,Judiciary and Civil and Criminal Jurisprudence,none,none,no
2015,202,Bob Dixon,R,Judiciary and Civil and Criminal Jurisprudence,none,none,no
2015,143,Gary Romine,R,Judiciary and Civil and Criminal Jurisprudence,none,none,no
2015,81,Bob Dixon,R,Judiciary and Civil and Criminal Jurisprudence,none,none,no
2015,199,Bob Dixon,R,Judiciary and Civil and Criminal Jurisprudence,none,none,no
2015,42,Jamilah Nasheed,D,Judiciary and Civil and Criminal Jurisprudence,none,none,no
2015,200,Bob Dixon,R,Judiciary and Civil and Criminal Jurisprudence,John Simon,Constitutional Advocacy LLC,no
2015,200,Bob Dixon,R,Judiciary and Civil and Criminal Jurisprudence,Charles Rogers,Missouri Association of Criminal Defense Lawyers,no
2015,200,Bob Dixon,R,Judiciary and Civil and Criminal Jurisprudence,Rita Linhardt,Missouri Catholic Conference,no
2015,200,Bob Dixon,R,Judiciary and Civil and Criminal Jurisprudence,Jeff Stack,Mid-Missouri Fellowship of Reconciliation,no
2015,280,Joseph Keaveny,D,Judiciary and Civil and Criminal Jurisprudence,Dean Dankelson,Missouri Association of Prosecuting Attorneys,no
2015,417,Maria Chappelle-Nadal,D,Judiciary and Civil and Criminal Jurisprudence,none,none,no
2015,176,Eric Schmitt,R,Judiciary and Civil and Criminal Jurisprudence,none,none,no
2015,91,Bob Dixon,R,Judiciary and Civil and Criminal Jurisprudence,none,none,no
2015,340,David Pearce,R,Judiciary and Civil and Criminal Jurisprudence,none,none,yes
2015,303,Joseph Keaveny,D,Judiciary and Civil and Criminal Jurisprudence,Eric Zahnd,Missouri Association of Prosecuting Attorneys,no
2015,303,Joseph Keaveny,D,Judiciary and Civil and Criminal Jurisprudence,Sheldon Lineback,Missouri Police Chiefs Association,no
2015,303,Joseph Keaveny,D,Judiciary and Civil and Criminal Jurisprudence,Trent Watson,Missouri Sheriffs Association,no
2015,303,Joseph Keaveny,D,Judiciary and Civil and Criminal Jurisprudence,Brad Lemon,Fraternal Order of Police,no
2015,304,Joseph Keaveny,D,Judiciary and Civil and Criminal Jurisprudence,none,none,no
2015,192,Brian Munzlinger,R,Judiciary and Civil and Criminal Jurisprudence,Ken Vuylsteke,Missouri Association of Trial Attorneys,no
2015,234,Mike Kehoe,R,Judiciary and Civil and Criminal Jurisprudence,none,none,no
2015,321,Dan Hegeman,R,Judiciary and Civil and Criminal Jurisprudence,none,none,yes
2015,76,Scott Sifton,D,Judiciary and Civil and Criminal Jurisprudence,Sarah Rossi,ACLU of Missouri,no
2015,76,Scott Sifton,D,Judiciary and Civil and Criminal Jurisprudence,John Lynch,self,no
2015,76,Scott Sifton,D,Judiciary and Civil and Criminal Jurisprudence,Travis Jacobs,Missouri Association of Criminal Defense Lawyers,no
2015,352,Kurt Schaefer,R,Judiciary and Civil and Criminal Jurisprudence,Eric Zahnd,Missouri Association of Prosecuting Attorneys,no
2015,212,Gina Walsh,D,Judiciary and Civil and Criminal Jurisprudence,none,none,no
2015,30,Mike Cunningham,R,Judiciary and Civil and Criminal Jurisprudence,none,none,no
2015,31,Mike Cunningham,R,Judiciary and Civil and Criminal Jurisprudence,Jeff Stack,Mid-Missouri Fellowship of Reconciliation,no
2015,31,Mike Cunningham,R,Judiciary and Civil and Criminal Jurisprudence,Sarah Rossi,ACLU of Missouri,no
2015,36,Gary Romine,R,Judiciary and Civil and Criminal Jurisprudence,Sarah Rossi,ACLU of Missouri,no
2015,36,Gary Romine,R,Judiciary and Civil and Criminal Jurisprudence,Eric Krekel,Missouri Commission on Human Rights,no
2015,36,Gary Romine,R,Judiciary and Civil and Criminal Jurisprudence,Shawn D'Abreu,"D'Abreu, Davis & Silk",no
2015,36,Gary Romine,R,Judiciary and Civil and Criminal Jurisprudence,Paul Bellman,Missouri Association of Trial Attorneys,no
2015,36,Gary Romine,R,Judiciary and Civil and Criminal Jurisprudence,Randy Alberhasky,Missouri Association of Trial Attorneys,no
2015,36,Gary Romine,R,Judiciary and Civil and Criminal Jurisprudence,Woody Cozad,The Missouri Bar,no
2015,36,Gary Romine,R,Judiciary and Civil and Criminal Jurisprudence,Woody Cozad,Cozad Company LLC,no
2015,36,Gary Romine,R,Judiciary and Civil and Criminal Jurisprudence,Otto Fajen,Missouri National Education Association,no
2015,100,Paul LeVota,D,Judiciary and Civil and Criminal Jurisprudence,none,none,no
2015,165,Jamilah Nasheed,D,Judiciary and Civil and Criminal Jurisprudence,none,none,no
2015,307,S. Kiki Curls,D,Judiciary and Civil and Criminal Jurisprudence,none,none,no
2015,451,Bob Dixon,R,Judiciary and Civil and Criminal Jurisprudence,none,none,no
2015,410,Wayne Wallingford,R,Judiciary and Civil and Criminal Jurisprudence,none,none,no
2015,382,Bob Dixon,R,Judiciary and Civil and Criminal Jurisprudence,Joel Elmer,Missouri State Public Defender,no
2015,382,Bob Dixon,R,Judiciary and Civil and Criminal Jurisprudence,Jennifer Bukowsky,Bukowsky Law Firm,no
2015,382,Bob Dixon,R,Judiciary and Civil and Criminal Jurisprudence,Sarah Rossi,ACLU of Missouri,no
2015,382,Bob Dixon,R,Judiciary and Civil and Criminal Jurisprudence,John Lynch,Missouri Association of Criminal Defense Lawyers,no
2015,235,Bob Dixon,R,Judiciary and Civil and Criminal Jurisprudence,John Lynch,Missouri Association of Criminal Defense Lawyers,no
2015,561,Jay Wasson,R,Judiciary and Civil and Criminal Jurisprudence,none,none,no
2015,459,Doug Libla,R,Judiciary and Civil and Criminal Jurisprudence,none,none,no
2015,246,Dan Hegeman,R,Judiciary and Civil and Criminal Jurisprudence,Reuben Shelton,The Missouri Bar,no
2015,532,Jeanie Riddle,R,Judiciary and Civil and Criminal Jurisprudence,none,none,no
2015,567,Maria Chappelle-Nadal,D,Judiciary and Civil and Criminal Jurisprudence,none,none,no
2015,481,Bob Onder,R,Judiciary and Civil and Criminal Jurisprudence,none,none,no
2015,439,Paul LeVota,D,Judiciary and Civil and Criminal Jurisprudence,none,none,no
2015,527,Joseph Keaveny,D,Judiciary and Civil and Criminal Jurisprudence,Joseph Vaccaro,self,no
2015,527,Joseph Keaveny,D,Judiciary and Civil and Criminal Jurisprudence,Gregory Daly,self,no
2015,527,Joseph Keaveny,D,Judiciary and Civil and Criminal Jurisprudence,Mavis Thompson,self,no
2015,527,Joseph Keaveny,D,Judiciary and Civil and Criminal Jurisprudence,Fred Kratzky,self,no
2015,527,Joseph Keaveny,D,Judiciary and Civil and Criminal Jurisprudence,Larry Arnowitz,self,no
2015,527,Joseph Keaveny,D,Judiciary and Civil and Criminal Jurisprudence,Kathleen Gamache,self,no
2015,527,Joseph Keaveny,D,Judiciary and Civil and Criminal Jurisprudence,Patricia Ortmann,self,no
2015,527,Joseph Keaveny,D,Judiciary and Civil and Criminal Jurisprudence,Ken Griffey,self,no
2015,527,Joseph Keaveny,D,Judiciary and Civil and Criminal Jurisprudence,Damon Jones,self,no
2015,527,Joseph Keaveny,D,Judiciary and Civil and Criminal Jurisprudence,Robert Hilgemann,self,no
2015,527,Joseph Keaveny,D,Judiciary and Civil and Criminal Jurisprudence,Lucinda Frazier,self,no
2015,527,Joseph Keaveny,D,Judiciary and Civil and Criminal Jurisprudence,Robert Dieckhaus,self,no
2015,527,Joseph Keaveny,D,Judiciary and Civil and Criminal Jurisprudence,Mark Bruns,St. Louis Police Officers Association,no
2015,527,Joseph Keaveny,D,Judiciary and Civil and Criminal Jurisprudence,Harry Kennedy,St. Louis Recorder of Deeds,no
