year,bill_no,bill_sponsor,party,committee,witness_for,witness_for_org,law
2014,711,Gina Walsh,D,"Jobs, Economic Development and Local Government",Norman McCourt,Mayor of Black Jack,no
2014,711,Gina Walsh,D,"Jobs, Economic Development and Local Government",Robert Doerr,City of Bellafontaine Neighbors,no
2014,711,Gina Walsh,D,"Jobs, Economic Development and Local Government",Shanon Hawk,St. Louis County Municipal League,no
2014,711,Gina Walsh,D,"Jobs, Economic Development and Local Government",Richard Sheets,Missouri Municipal League,no
2014,729,Gary Romine,R,"Jobs, Economic Development and Local Government",Brian Millner,Missouri Department of Economic Development,yes
2014,729,Gary Romine,R,"Jobs, Economic Development and Local Government",Brian Grace,Missouri Economic Development Council,yes
2014,729,Gary Romine,R,"Jobs, Economic Development and Local Government",Jim Farrell,Cortex-CET,yes
2014,729,Gary Romine,R,"Jobs, Economic Development and Local Government",Paul Wagner,Council on Public Higher Education in Missouri,yes
2014,729,Gary Romine,R,"Jobs, Economic Development and Local Government",Phil Wright,University of Central Missouri,yes
2014,773,Tom Dempsey,R,"Jobs, Economic Development and Local Government",Steven R. Carroll,Mehlville Fire Protection District,yes
2014,773,Tom Dempsey,R,"Jobs, Economic Development and Local Government",Michael Grote,Missouri Ambulance Association,yes
2014,698,Jolie Justus,D,"Jobs, Economic Development and Local Government",Gary Sage,Economic Development Corporation of Kansas City,no
2014,698,Jolie Justus,D,"Jobs, Economic Development and Local Government",Bill Gamble,City of Kansas City,no
2014,698,Jolie Justus,D,"Jobs, Economic Development and Local Government",Nancy Giddens,Greater Kansas City Chamber of Commerce,no
2014,698,Jolie Justus,D,"Jobs, Economic Development and Local Government",Tracy King,Missouri Chamber of Commerce and Industry,no
2014,698,Jolie Justus,D,"Jobs, Economic Development and Local Government",Christine Page,St. Louis Regional Chamber,no
2014,698,Jolie Justus,D,"Jobs, Economic Development and Local Government",Jay De Long,Vice President of Capital Formation & New Ventures,no
2014,698,Jolie Justus,D,"Jobs, Economic Development and Local Government",Rodney Boyd,City of St. Louis,no
2014,731,Jamilah Nasheed,D,"Jobs, Economic Development and Local Government",Paul Brown,Bar Association of Metropolitan St. Louis,yes
2014,731,Jamilah Nasheed,D,"Jobs, Economic Development and Local Government",Matt Moak,City of St. Louis Law Department,yes
2014,731,Jamilah Nasheed,D,"Jobs, Economic Development and Local Government",Al Johnson,St. Louis City Counselor's Office,yes
2014,731,Jamilah Nasheed,D,"Jobs, Economic Development and Local Government",Jeffrey Heater,Lawyer for city neighborhood,yes
2014,731,Jamilah Nasheed,D,"Jobs, Economic Development and Local Government",Renee Sullivan,Lawyer for city neighborhood,yes
2014,731,Jamilah Nasheed,D,"Jobs, Economic Development and Local Government",Mark Swain,"Mount Pleasant Neighborhood Association, president",yes
2014,731,Jamilah Nasheed,D,"Jobs, Economic Development and Local Government",Ryan Burrus,self,yes
2014,767,Eric Schmitt,R,"Jobs, Economic Development and Local Government",Thomas Curran,St. Louis County Government,yes
2014,767,Eric Schmitt,R,"Jobs, Economic Development and Local Government",Michael Nickel,St. Louis County Department of Human Services,yes
2014,774,Tom Dempsey,R,"Jobs, Economic Development and Local Government",Robert Wiegert,Schnuck's Markets,no
2014,774,Tom Dempsey,R,"Jobs, Economic Development and Local Government",Robert Wiegert,JLMC,no
2014,774,Tom Dempsey,R,"Jobs, Economic Development and Local Government",David Stokes,Show Me Institute,no
2014,774,Tom Dempsey,R,"Jobs, Economic Development and Local Government",Michael Gibbons,St. Charles County,no
2014,774,Tom Dempsey,R,"Jobs, Economic Development and Local Government",David Cook,United Food and Commercial Workers Local 655,no
2014,774,Tom Dempsey,R,"Jobs, Economic Development and Local Government",David Cook,JLMC,no
2014,774,Tom Dempsey,R,"Jobs, Economic Development and Local Government",Mike Louis,Missouri AFL-CIO,no
2014,812,Mike Parson,R,"Jobs, Economic Development and Local Government",David Winton,Jewish Federation of St. Louis,yes
2014,812,Mike Parson,R,"Jobs, Economic Development and Local Government",Kelly Gillespie,Missouri Biotechnology Association,yes
2014,786,Eric Schmitt,R,"Jobs, Economic Development and Local Government",none,none,no
2014,764,Brad Lager,R,"Jobs, Economic Development and Local Government",none,none,no
2014,835,Brian Munzlinger,R,"Jobs, Economic Development and Local Government",Mick Covington,Missouri Sheriffs Association,no
2014,835,Brian Munzlinger,R,"Jobs, Economic Development and Local Government",Jim Arnott,Greene County Sheriff,no
2014,835,Brian Munzlinger,R,"Jobs, Economic Development and Local Government",Rich AuBuchon,Missouri Sheriffs Association,no
2014,854,Jay Wasson,R,"Jobs, Economic Development and Local Government",none,none,no
2014,896,Wayne Wallingford,R,"Jobs, Economic Development and Local Government",none,none,yes
2014,897,Wayne Wallingford,R,"Jobs, Economic Development and Local Government",Harold Allison,Dekalb County Presiding Commissioner,no
2014,897,Wayne Wallingford,R,"Jobs, Economic Development and Local Government",Wes Raines,Dekalb County Sheriff,no
2014,897,Wayne Wallingford,R,"Jobs, Economic Development and Local Government",Todd Smith,Missouri Association of Counties,no
2014,897,Wayne Wallingford,R,"Jobs, Economic Development and Local Government",Scott Marrs,County Commissioners Association of Missouri,no
2014,743,Eric Schmitt,R,"Jobs, Economic Development and Local Government",none,none,no
2014,926,David Sater,R,"Jobs, Economic Development and Local Government",none,none,no
2014,912,Jay Wasson,R,"Jobs, Economic Development and Local Government",Brian Millner,Missouri Department of Economic Development,no
2014,912,Jay Wasson,R,"Jobs, Economic Development and Local Government",Jim Farrell,Cortex-CET,no
2014,991,Will Kraus,R,"Jobs, Economic Development and Local Government",Fred Farris,KCMTOA,no
2014,991,Will Kraus,R,"Jobs, Economic Development and Local Government",James Simpson,Metro Chiefs and Sheriffs Association,no
2014,991,Will Kraus,R,"Jobs, Economic Development and Local Government",Hugh Mills,Jackson County Police Department,no
2014,991,Will Kraus,R,"Jobs, Economic Development and Local Government",Larry Larimore,Shawnee Kansas Chief of Police,no
2014,991,Will Kraus,R,"Jobs, Economic Development and Local Government",Larry Larimore,MARC Regional Homeland Security Coordinating Committee's Law Enforcement Subcommittee,no
2014,991,Will Kraus,R,"Jobs, Economic Development and Local Government",Gary McMullin,Riverside Police Department,no
2014,991,Will Kraus,R,"Jobs, Economic Development and Local Government",Terry Storey,Independence Police Department,no
2014,991,Will Kraus,R,"Jobs, Economic Development and Local Government",Londell Jamerson,MCCPP,no
2014,991,Will Kraus,R,"Jobs, Economic Development and Local Government",Kirk Davis,Regional Homeland Security Coordinating Committee,no
2014,991,Will Kraus,R,"Jobs, Economic Development and Local Government",Thomas Hongslo,Lenexa Kansas Police Department Chief,no
2014,991,Will Kraus,R,"Jobs, Economic Development and Local Government",Rick Easley,Kansas City Metropolitan Crime Commission,no
2014,491,Jolie Justus,D,Judiciary and Civil and Criminal Jurisprudence,Dan Knight,Missouri Association of Prosecuting Attorneys,yes
2014,491,Jolie Justus,D,Judiciary and Civil and Criminal Jurisprudence,Joel Elmer,Missouri State Public Defender,yes
2014,491,Jolie Justus,D,Judiciary and Civil and Criminal Jurisprudence,Eric Wilson,The Missouri Bar,yes
2014,491,Jolie Justus,D,Judiciary and Civil and Criminal Jurisprudence,Daryl Duwe,Missouri Cable Telecommunications Association,yes
2014,491,Jolie Justus,D,Judiciary and Civil and Criminal Jurisprudence,Randy Scherr,Missouri Organization of Defense Lawyers,yes
2014,491,Jolie Justus,D,Judiciary and Civil and Criminal Jurisprudence,Jeanette Mott Oxford,Missouri Association for Social Welfare,yes
2014,491,Jolie Justus,D,Judiciary and Civil and Criminal Jurisprudence,Colleen Coble,Missouri Coalition Against Domestic and Sexual Violence,yes
2014,489,Brad Lager,R,Judiciary and Civil and Criminal Jurisprudence,none,none,no
2014,489,Brad Lager,R,Judiciary and Civil and Criminal Jurisprudence,,,no
2014,519,David Sater,R,Judiciary and Civil and Criminal Jurisprudence,Cheryl Barrett,Pregnancy Care Center,no
2014,519,David Sater,R,Judiciary and Civil and Criminal Jurisprudence,Samuel Lee,Campaign Life Missouri,no
2014,519,David Sater,R,Judiciary and Civil and Criminal Jurisprudence,Joe Ortwerth,Missouri Family Policy Council,no
2014,519,David Sater,R,Judiciary and Civil and Criminal Jurisprudence,Susan Klein,Missouri Right to Life,no
2014,519,David Sater,R,Judiciary and Civil and Criminal Jurisprudence,Kerry Messer,Missouri Family Network,no
2014,519,David Sater,R,Judiciary and Civil and Criminal Jurisprudence,Kerry Messer,Missouri Baptist Convention,no
2014,519,David Sater,R,Judiciary and Civil and Criminal Jurisprudence,Kerry Messer,Alliance for Life Missouri,no
2014,519,David Sater,R,Judiciary and Civil and Criminal Jurisprudence,Tyler McClay,Missouri Catholic Conference,no
2014,519,David Sater,R,Judiciary and Civil and Criminal Jurisprudence,Gina Allen,Concerned Women for America of Missouri,no
2014,519,David Sater,R,Judiciary and Civil and Criminal Jurisprudence,Bonnie Lee,self,no
2014,519,David Sater,R,Judiciary and Civil and Criminal Jurisprudence,Cheryl Helton,self,no
2014,519,David Sater,R,Judiciary and Civil and Criminal Jurisprudence,Donna Bernskoetter,self,no
2014,490,Brad Lager,R,Judiciary and Civil and Criminal Jurisprudence,Bill Lawson,"Ogletree, Deakins, Nash, Smoak & Stewart",no
2014,490,Brad Lager,R,Judiciary and Civil and Criminal Jurisprudence,Ray McCarty,Associated Industries of Missouri,no
2014,490,Brad Lager,R,Judiciary and Civil and Criminal Jurisprudence,Ray McCarty,Missouri Retailers Association,no
2014,490,Brad Lager,R,Judiciary and Civil and Criminal Jurisprudence,Ray McCarty,Missouri Grocers Association,no
2014,490,Brad Lager,R,Judiciary and Civil and Criminal Jurisprudence,Jay Atkins,Missouri Chamber of Commerce and Industry,no
2014,490,Brad Lager,R,Judiciary and Civil and Criminal Jurisprudence,Shannon Cooper,Greater Kansas City Chamber of Commerce,no
2014,490,Brad Lager,R,Judiciary and Civil and Criminal Jurisprudence,Jim Durham,Missouri Rental Dealers Association,no
2014,614,Bob Dixon,R,Judiciary and Civil and Criminal Jurisprudence,none,none,no
2014,615,Bob Dixon,R,Judiciary and Civil and Criminal Jurisprudence,none,none,no
2014,621,Bob Dixon,R,Judiciary and Civil and Criminal Jurisprudence,none,none,yes
2014,499,Joseph Keaveny,D,Judiciary and Civil and Criminal Jurisprudence,Mike Magliari,The Missouri Bar,no
2014,500,Joseph Keaveny,D,Judiciary and Civil and Criminal Jurisprudence,Mike Magliari,The Missouri Bar,yes
2014,501,Joseph Keaveny,D,Judiciary and Civil and Criminal Jurisprudence,Mike Magliari,The Missouri Bar,no
2014,654,Joseph Keaveny,D,Judiciary and Civil and Criminal Jurisprudence,Mike Magliari,The Missouri Bar,no
2014,695,Joseph Keaveny,D,Judiciary and Civil and Criminal Jurisprudence,Stephan Tomlinson,Missouri Department of Social Services,no
2014,695,Joseph Keaveny,D,Judiciary and Civil and Criminal Jurisprudence,Ben Burkemper,Missouri Attorney General's Office,no
2014,710,Gina Walsh,D,Judiciary and Civil and Criminal Jurisprudence,John Scott,Missouri Secretary of State's Office,no
2014,710,Gina Walsh,D,Judiciary and Civil and Criminal Jurisprudence,Colleen Coble,Missouri Coalition Against Domestic and Sexual Violence,no
2014,732,Joseph Keaveny,D,Judiciary and Civil and Criminal Jurisprudence,Joshua Kezer,self,no
2014,732,Joseph Keaveny,D,Judiciary and Civil and Criminal Jurisprudence,Rita Linhardt,Missouri Catholic Conference,no
2014,732,Joseph Keaveny,D,Judiciary and Civil and Criminal Jurisprudence,Laura O'Sullivan,self,no
2014,732,Joseph Keaveny,D,Judiciary and Civil and Criminal Jurisprudence,Melinda Pendergraph,Missouri State Public Defender,no
2014,732,Joseph Keaveny,D,Judiciary and Civil and Criminal Jurisprudence,Charles Rogers,Missouri Association of Criminal Defense Lawyers,no
2014,732,Joseph Keaveny,D,Judiciary and Civil and Criminal Jurisprudence,Jeanette Mott Oxford,Missouri Association for Social Welfare,no
2014,732,Joseph Keaveny,D,Judiciary and Civil and Criminal Jurisprudence,Rodney Uphoff,self,no
2014,732,Joseph Keaveny,D,Judiciary and Civil and Criminal Jurisprudence,Paul Litton,self,no
2014,745,Brian Munzlinger,R,Judiciary and Civil and Criminal Jurisprudence,Mick Covington,Missouri Sheriffs Association,yes
2014,745,Brian Munzlinger,R,Judiciary and Civil and Criminal Jurisprudence,Kent Oberkrom,Missouri Sheriffs Association,yes
2014,745,Brian Munzlinger,R,Judiciary and Civil and Criminal Jurisprudence,Kerry Messer,Missourians for Personal Safety,yes
2014,745,Brian Munzlinger,R,Judiciary and Civil and Criminal Jurisprudence,Greg White,Cole County Sheriffs Office,yes
2014,745,Brian Munzlinger,R,Judiciary and Civil and Criminal Jurisprudence,Erik Holland,Platte County Sheriff's Office,yes
2014,745,Brian Munzlinger,R,Judiciary and Civil and Criminal Jurisprudence,Whitney O'Daniel,National Rifle Association,yes
2014,790,Bob Dixon,R,Judiciary and Civil and Criminal Jurisprudence,Steve Sokoloff,Missouri Association of Prosecuting Attorneys,no
2014,542,Brian Munzlinger,R,Judiciary and Civil and Criminal Jurisprudence,none,none,no
2014,640,Ed Emery,R,Judiciary and Civil and Criminal Jurisprudence,Colleen Coble,Missouri Coalition Against Domestic and Sexual Violence,no
2014,640,Ed Emery,R,Judiciary and Civil and Criminal Jurisprudence,Lace Cline,self,no
2014,640,Ed Emery,R,Judiciary and Civil and Criminal Jurisprudence,Mary Beck,self,no
2014,706,Mike Cunningham,R,Judiciary and Civil and Criminal Jurisprudence,Craig Overfelt,Missouri Bankers Association,yes
2014,706,Mike Cunningham,R,Judiciary and Civil and Criminal Jurisprudence,Richard Brownlee,Google ,yes
2014,706,Mike Cunningham,R,Judiciary and Civil and Criminal Jurisprudence,Richard Brownlee,Missouri Insurance Coalition,yes
2014,706,Mike Cunningham,R,Judiciary and Civil and Criminal Jurisprudence,Dave Overfelt,Missouri Grocers Association,yes
2014,706,Mike Cunningham,R,Judiciary and Civil and Criminal Jurisprudence,Dave Overfelt,Missouri Retailers Association,yes
2014,706,Mike Cunningham,R,Judiciary and Civil and Criminal Jurisprudence,Chuck Pierce,Missouri Society of CPAs,yes
2014,706,Mike Cunningham,R,Judiciary and Civil and Criminal Jurisprudence,David Kent,Missouri Credit Union Association,yes
2014,758,Jolie Justus,D,Judiciary and Civil and Criminal Jurisprudence,none,none,no
2014,770,Wayne Wallingford,R,Judiciary and Civil and Criminal Jurisprudence,Susan Klein,Missouri Right to Life,no
2014,770,Wayne Wallingford,R,Judiciary and Civil and Criminal Jurisprudence,Samuel Lee,Campaign Life Missouri,no
2014,770,Wayne Wallingford,R,Judiciary and Civil and Criminal Jurisprudence,Kerry Messer,Missouri Family Network,no
2014,724,Mike Parson,R,Judiciary and Civil and Criminal Jurisprudence,John Scott,Missouri Secretary of State's Office,no
2014,724,Mike Parson,R,Judiciary and Civil and Criminal Jurisprudence,David Winton,Recorders Association of Missouri,no
2014,724,Mike Parson,R,Judiciary and Civil and Criminal Jurisprudence,Jorgen Schlemeier,Missouri Sheriffs Association,no
2014,724,Mike Parson,R,Judiciary and Civil and Criminal Jurisprudence,David McCracken,Missouri Police Chiefs Association,no
2014,724,Mike Parson,R,Judiciary and Civil and Criminal Jurisprudence,Mark Bruns,Missouri Fraternal Order of Police,no
2014,724,Mike Parson,R,Judiciary and Civil and Criminal Jurisprudence,Mark Bruns,St. Louis Police Officers Association,no
2014,724,Mike Parson,R,Judiciary and Civil and Criminal Jurisprudence,Mark Bruns,Kansas City Fraternal Order of Police,no
2014,724,Mike Parson,R,Judiciary and Civil and Criminal Jurisprudence,Brad Thielemier,Missouri State Troopers Association,no
2014,843,Kurt Schaefer,R,Judiciary and Civil and Criminal Jurisprudence,Jean Maneke,Missouri Press Association,no
2014,843,Kurt Schaefer,R,Judiciary and Civil and Criminal Jurisprudence,Otto Fajen,Missouri National Education Association,no
2014,824,Bob Dixon,R,Judiciary and Civil and Criminal Jurisprudence,Matt Selby,Missouri Association of Prosecuting Attorneys,no
2014,583,Bob Dixon,R,Judiciary and Civil and Criminal Jurisprudence,none,none,no
2014,585,Bob Dixon,R,Judiciary and Civil and Criminal Jurisprudence,none,none,no
2014,911,Doug Libla,R,Judiciary and Civil and Criminal Jurisprudence,Greg West,self,no
2014,911,Doug Libla,R,Judiciary and Civil and Criminal Jurisprudence,Sam Licklider,Missouri Association of Realtors,no
2014,792,Mike Parson,R,Judiciary and Civil and Criminal Jurisprudence,Colleen Coble,Missouri Coalition Against Domestic and Sexual Violence,no
2014,636,Paul LeVota,D,Judiciary and Civil and Criminal Jurisprudence,Mary Anne Metheny,Hope House,no
2014,636,Paul LeVota,D,Judiciary and Civil and Criminal Jurisprudence,Lisa Fleming,Rose Brooks Center,no
2014,636,Paul LeVota,D,Judiciary and Civil and Criminal Jurisprudence,Robin Winner,Synery Services,no
2014,915,Bob Dixon,R,Judiciary and Civil and Criminal Jurisprudence,Scott Marrs,City of Springfield,no
2014,945,Dan Brown,R,Judiciary and Civil and Criminal Jurisprudence,Donna Roesle,self,no
2014,972,Mike Kehoe,R,Judiciary and Civil and Criminal Jurisprudence,Brent Butler,Missouri Insurance Coalition,no
2014,985,Scott Sifton,D,Judiciary and Civil and Criminal Jurisprudence,none,none,no
2014,952,Bob Dixon,R,Judiciary and Civil and Criminal Jurisprudence,Ben Burkemper,Missouri Attorney General's Office,no
2014,681,S. Kiki Curls,D,Judiciary and Civil and Criminal Jurisprudence,Jeanette Mott Oxford,Missouri Association for Social Welfare,no
2014,681,S. Kiki Curls,D,Judiciary and Civil and Criminal Jurisprudence,Crystal Williams,ACLU of Missouri,no
2014,608,Jason Holsman,R,Progress and Development,Adlynn Harte,self,no
2014,608,Jason Holsman,R,Progress and Development,Robert Harte,self,no
2014,608,Jason Holsman,R,Progress and Development,Crystal Williams,ACLU of Missouri,no
2014,608,Jason Holsman,R,Progress and Development,Ron Calzone,Missouri First,no
2014,775,Gina Walsh,D,Progress and Development,Rita Linhardt,Missouri Catholic Conference,no
2014,775,Gina Walsh,D,Progress and Development,Jeff Stack,Missourians for Alternatives to the Death Penalty,no
2014,775,Gina Walsh,D,Progress and Development,Marilyn Keller,Missouri Association of Criminal Defense Lawyers,no
2014,775,Gina Walsh,D,Progress and Development,Sean O'Brien,self,no
2014,775,Gina Walsh,D,Progress and Development,Jeanette Mott Oxford,Missouri Association for Social Welfare,no
2014,775,Gina Walsh,D,Progress and Development,Crystal Williams,ACLU of Missouri,no
2014,787,Jolie Justus,D,Progress and Development,Rita Linhardt,Missouri Catholic Conference,no
2014,787,Jolie Justus,D,Progress and Development,Jeff Stack,Missourians for Alternatives to the Death Penalty,no
2014,787,Jolie Justus,D,Progress and Development,Marilyn Keller,Missouri Association of Criminal Defense Lawyers,no
2014,787,Jolie Justus,D,Progress and Development,Sean O'Brien,self,no
2014,787,Jolie Justus,D,Progress and Development,Jeanette Mott Oxford,Missouri Association for Social Welfare,no
2014,787,Jolie Justus,D,Progress and Development,Crystal Williams,ACLU of Missouri,no
2014,804,Rob Schaaf,R,Progress and Development,Rita Linhardt,Missouri Catholic Conference,no
2014,804,Rob Schaaf,R,Progress and Development,Jeff Stack,Missourians for Alternatives to the Death Penalty,no
2014,804,Rob Schaaf,R,Progress and Development,Marilyn Keller,Missouri Association of Criminal Defense Lawyers,no
2014,804,Rob Schaaf,R,Progress and Development,Sean O'Brien,self,no
2014,804,Rob Schaaf,R,Progress and Development,Jeanette Mott Oxford,Missouri Association for Social Welfare,no
2014,804,Rob Schaaf,R,Progress and Development,Crystal Williams,ACLU of Missouri,no
2014,919,Jolie Justus,D,Progress and Development,none,none,no
2014,827,Joseph Keaveny,D,Progress and Development,Sophia Boyd,"St. Margaret of Scotland School, student",no
2014,827,Joseph Keaveny,D,Progress and Development,Will Kelly,"St. Margaret of Scotland School, student",no
2014,827,Joseph Keaveny,D,Progress and Development,Mia Allen,"St. Margaret of Scotland School, student",no
2014,827,Joseph Keaveny,D,Progress and Development,Billy Pudlowski,"St. Margaret of Scotland School, student",no
2014,827,Joseph Keaveny,D,Progress and Development,Jennifer Kavanaugh,"St. Margaret of Scotland School, teacher",no
2014,827,Joseph Keaveny,D,Progress and Development,Carol Weatherford,Missouri National Education Association,no
2014,827,Joseph Keaveny,D,Progress and Development,Tamara Daugherty,self,no
2014,827,Joseph Keaveny,D,Progress and Development,Crystal Williams,ACLU of Missouri,no
2014,507,Bob Dixon,R,"Rules, Joint Rules, Resolutions and Ethics",none,none,no
2014,667,Eric Schmitt,R,"Rules, Joint Rules, Resolutions and Ethics",none,none,no
2014,488,Brad Lager,R,"Rules, Joint Rules, Resolutions and Ethics",none,none,no
2014,555,Jamilah Nasheed,D,"Rules, Joint Rules, Resolutions and Ethics",none,none,no
2014,629,Will Kraus,R,"Rules, Joint Rules, Resolutions and Ethics",none,none,no
2014,512,John Lamping,R,"Rules, Joint Rules, Resolutions and Ethics",none,none,no
2014,752,Paul LeVota,D,"Rules, Joint Rules, Resolutions and Ethics",none,none,no
2014,486,Scott Rupp,R,"Rules, Joint Rules, Resolutions and Ethics",none,none,no
2014,992,Tom Dempsey,R,"Rules, Joint Rules, Resolutions and Ethics",none,none,no
2014,518,David Sater,R,"Seniors, Families and Pensions",Shannon Bagley,Missouri Association of Health Plans,no
2014,518,David Sater,R,"Seniors, Families and Pensions",Shannon Bagley,Home State Health Plan,no
2014,518,David Sater,R,"Seniors, Families and Pensions",Janet Grant,Health Care USA,no
2014,518,David Sater,R,"Seniors, Families and Pensions",Janet Grant,Aetna,no
2014,518,David Sater,R,"Seniors, Families and Pensions",Justin Chamber,Missouri Association of Health Plans,no
2014,518,David Sater,R,"Seniors, Families and Pensions",Justin Chamber,Missouri Care,no
2014,532,Jamilah Nasheed,D,"Seniors, Families and Pensions",Brad Bates,Missouri Association of Osteopathic Physicians and Surgeons,yes
2014,552,David Sater,R,"Seniors, Families and Pensions",John Dyas,self,no
2014,530,Doug Libla,R,"Seniors, Families and Pensions",W. Dean Million,36th Circuit Juvenile Office,yes
2014,530,Doug Libla,R,"Seniors, Families and Pensions",James K. Ward,self,yes
2014,530,Doug Libla,R,"Seniors, Families and Pensions",Nora Deana Ward,self,yes
2014,530,Doug Libla,R,"Seniors, Families and Pensions",Mary Ibrahim,self,yes
2014,530,Doug Libla,R,"Seniors, Families and Pensions",Jedd Schneider,self,yes
2014,530,Doug Libla,R,"Seniors, Families and Pensions",Mary Beck,University of Missouri School of Law,yes
2014,530,Doug Libla,R,"Seniors, Families and Pensions",Donna Lichtenegger,state representative,yes
2014,564,Maria Chappelle-Nadal,D,"Seniors, Families and Pensions",Nikki Strong,Missouri Health Care Association,no
2014,564,Maria Chappelle-Nadal,D,"Seniors, Families and Pensions",Larry Rohrbach,LeadingAge Missouri,no
2014,567,Maria Chappelle-Nadal,D,"Seniors, Families and Pensions",Laura LBone,Missouri Adult Day Services Association,yes
2014,567,Maria Chappelle-Nadal,D,"Seniors, Families and Pensions",Shannon Sykes,"Sun Valley Adult Care Center, Inc.",yes
2014,567,Maria Chappelle-Nadal,D,"Seniors, Families and Pensions",Shannon Sykes,Missouri Adult Day Services Association,yes
2014,567,Maria Chappelle-Nadal,D,"Seniors, Families and Pensions",Donna Gunning,Center for Head Injury Services,yes
2014,567,Maria Chappelle-Nadal,D,"Seniors, Families and Pensions",Donna Gunning,Missouri Adult Day Services Association,yes
2014,567,Maria Chappelle-Nadal,D,"Seniors, Families and Pensions",Larry Rohrbach,LeadingAge Missouri,yes
2014,567,Maria Chappelle-Nadal,D,"Seniors, Families and Pensions",Mary Schantz,Missouri Alliance for Home Care,yes
2014,570,Maria Chappelle-Nadal,D,"Seniors, Families and Pensions",Vanessa Crawford Aragon,Missouri Immigrant and Refugee Advocates,no
2014,570,Maria Chappelle-Nadal,D,"Seniors, Families and Pensions",Layla Razavi,ACLU of Missouri,no
2014,570,Maria Chappelle-Nadal,D,"Seniors, Families and Pensions",Jalesia McQueen,Hispanic Chamber of Commerce of Metro St. Louis,no
2014,720,Jolie Justus,D,"Seniors, Families and Pensions",Erin Brower,Alliance for Childhood Education,no
2014,720,Jolie Justus,D,"Seniors, Families and Pensions",Judy Dungan,Missouri Children's Leadership Council,no
2014,641,Ed Emery,R,"Seniors, Families and Pensions",none,none,no
2014,660,Wayne Wallingford,R,"Seniors, Families and Pensions",none,none,no
2014,712,Gina Walsh,D,"Seniors, Families and Pensions",Lynette Stoverink,self,no
2014,712,Gina Walsh,D,"Seniors, Families and Pensions",Christine Holmes,MERS/Missouri Goodwill Industries,no
2014,712,Gina Walsh,D,"Seniors, Families and Pensions",Mark Arens,MERS/Missouri Goodwill Industries,no
2014,712,Gina Walsh,D,"Seniors, Families and Pensions",Marilyn Keller,Economic Justice Committee of St. Louis Ending Violence Against Women Network,no
2014,712,Gina Walsh,D,"Seniors, Families and Pensions",Cynthia L. Albin,National Council of Jewish Women,no
2014,712,Gina Walsh,D,"Seniors, Families and Pensions",Ellen Alper,National Council of Jewish Women,no
2014,712,Gina Walsh,D,"Seniors, Families and Pensions",Colleen Coble,Missouri Coalition Against Domestic and Sexual Violence,no
2014,754,David Sater,R,"Seniors, Families and Pensions",Rhonda Driver,Missouri HealthNet Division,yes
2014,754,David Sater,R,"Seniors, Families and Pensions",David Meinell,Missouri Alliance for Retired Americans,yes
2014,754,David Sater,R,"Seniors, Families and Pensions",Catherine R. Edwards,Missouri Association of Area Agencies on Aging,yes
2014,754,David Sater,R,"Seniors, Families and Pensions",Jerry Burch,Missouri Hospital Association,yes
2014,754,David Sater,R,"Seniors, Families and Pensions",Jorgen Schlemeier,Missouri Pharmacy Association,yes
2014,754,David Sater,R,"Seniors, Families and Pensions",Michael Harrold,Express Scripts,yes
2014,754,David Sater,R,"Seniors, Families and Pensions",Franc Flotron,Missouri Hospital Association,yes
2014,796,Mike Parson,R,"Seniors, Families and Pensions",David Winton,Recorders Association of Missouri,yes
2014,675,Mike Kehoe,R,"Seniors, Families and Pensions",Keith Hughes,Local Government Employees Retirement System (LAGERS),no
2014,675,Mike Kehoe,R,"Seniors, Families and Pensions",Norm Robinson,Jefferson City Firefighters Pension Plan,no
2014,875,David Sater,R,"Seniors, Families and Pensions",Stephan Tomlinson,Missouri Department of Social Services,no
2014,875,David Sater,R,"Seniors, Families and Pensions",Jeanette Mott Oxford,Missouri Association for Social Welfare,no
2014,759,Scott Sifton,D,"Seniors, Families and Pensions",Karen Kalish,Home Works,no
2014,759,Scott Sifton,D,"Seniors, Families and Pensions",Mike Wood,Missouri State Teachers Association,no
2014,759,Scott Sifton,D,"Seniors, Families and Pensions",Otto Fajen,Missouri National Education Association,no
2014,759,Scott Sifton,D,"Seniors, Families and Pensions",Judy Dungan,Missouri Children's Leadership Council,no
2014,802,Bob Dixon,R,"Seniors, Families and Pensions",Emily van Schenkhof,Missouri KidsFirst,no
2014,802,Bob Dixon,R,"Seniors, Families and Pensions",Stephan Tomlinson,Missouri Department of Social Services,no
2014,802,Bob Dixon,R,"Seniors, Families and Pensions",Marcia Hazelhorst,Missouri Juvenile Justice Association,no
2014,802,Bob Dixon,R,"Seniors, Families and Pensions",Judy Dungan,Missouri Children's Leadership Council,no
2014,802,Bob Dixon,R,"Seniors, Families and Pensions",Sarah Topp,Missouri Coalition of Children's Agencies,no
2014,823,Bob Dixon,R,"Seniors, Families and Pensions",Mike Moorefield,Missouri State Treasurer's Office,no
2014,844,Bob Dixon,R,"Seniors, Families and Pensions",Ray McCarty,Associated Industries of Missouri,yes
2014,844,Bob Dixon,R,"Seniors, Families and Pensions",Chastity Young,Missouri Department of Labor and Industrial Relations,yes
2014,844,Bob Dixon,R,"Seniors, Families and Pensions",John Bryan,Missouri Poultry Federation,yes
2014,805,Jolie Justus,D,"Seniors, Families and Pensions",Stephan Tomlinson,Missouri Department of Social Services,no
